Period total fertility rates by birth order and period total fertility rates by birth order by age 40
Last modified: 2026-03-23
Code    Year       TFR      TFR1      TFR2      TFR3      TFR4     TFR5p     TFR40   TFR40_1   TFR40_2   TFR40_3   TFR40_4  TFR40_5p
NOR     1996     1.889     0.768     0.677     0.328     0.084     0.032     1.855     0.763     0.669     0.318     0.078     0.028
NOR     1997     1.856     0.752     0.662     0.325     0.084     0.033     1.821     0.747     0.653     0.315     0.078     0.028
NOR     1998     1.813     0.748     0.644     0.309     0.080     0.031     1.778     0.743     0.635     0.299     0.074     0.027
NOR     1999     1.844     0.766     0.650     0.312     0.084     0.032     1.808     0.760     0.641     0.303     0.077     0.027
NOR     2000     1.851     0.772     0.653     0.309     0.083     0.033     1.813     0.766     0.644     0.299     0.077     0.027
NOR     2001     1.784     0.751     0.635     0.290     0.076     0.032     1.747     0.745     0.625     0.280     0.070     0.027
NOR     2002     1.754     0.745     0.634     0.272     0.073     0.030     1.714     0.738     0.623     0.262     0.066     0.025
NOR     2003     1.796     0.771     0.641     0.281     0.072     0.031     1.757     0.765     0.629     0.270     0.067     0.026
NOR     2004     1.828     0.796     0.648     0.282     0.073     0.029     1.787     0.788     0.636     0.271     0.068     0.024
NOR     2005     1.836     0.795     0.659     0.281     0.072     0.029     1.792     0.787     0.647     0.270     0.066     0.023
NOR     2006     1.904     0.835     0.689     0.279     0.072     0.030     1.858     0.825     0.676     0.267     0.065     0.025
NOR     2007     1.901     0.828     0.685     0.287     0.072     0.029     1.851     0.818     0.670     0.275     0.066     0.024
NOR     2008     1.957     0.873     0.689     0.290     0.073     0.031     1.906     0.862     0.675     0.278     0.067     0.025
NOR     2009     1.980     0.875     0.709     0.292     0.073     0.031     1.927     0.863     0.692     0.280     0.067     0.025
NOR     2010     1.946     0.860     0.699     0.287     0.070     0.030     1.890     0.848     0.681     0.274     0.063     0.024
